title,location,coordinate
Phở Gà Bún Thang - Đào Tấn,"58 Đào Tấn, Quận Ba Đình, Hà Nội","21.034041, 105.805761"
Seoul Soul - Gà Rán Hàn Quốc,"10A Phạm Huy Thông, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.028772, 105.811018"
Nari - Japanese Restaurant,"635 Kim Mã, Quận Ba Đình, Hà Nội","21.029259, 105.807784"
Hatoyama - Ẩm Thực Nhật Bản,"8 Vạn Phúc, Quận Ba Đình, Hà Nội","21.03353, 105.814542"
Canh Bún Cua - Hòe Nhai,"7 Hoè Nhai, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.041554, 105.846683"
Phở 360,"39 Cửa Bắc, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.041523, 105.84238"
Trung Hoa Đệ Nhất Sủi Cảo - Linh Lang,"16 Ngõ 71 Linh Lang, Quận Ba Đình, Hà Nội","21.033643, 105.810491"
Trà Sữa Tocotoco - Núi Trúc,"47 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.030373, 105.822419"
Pizza Home - Kim Mã,"283 Kim Mã, Quận Ba Đình, Hà Nội","21.030603, 105.819129"
Hotdog Bamy - Quán Thánh,"113A Quán Thánh, Quận Ba Đình, Hà Nội","21.0432656, 105.837489"
Thịt Xiên Nướng - Núi Trúc,"27 Núi Trúc, Quận Ba Đình, Hà Nội","21.028975, 105.823785"
Tim Ho Wan - Dimsum Hồng Kông - Lotte Hotel Hanoi,"Tầng 36, Lotte Center, 54 Liễu Giai, Quận Ba Đình, Hà Nội","21.033035, 105.812607"
Bún Chả Que Tre - Giảng Võ,"116D5 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.026306, 105.821572"
Vietnam 938 - Nhà Hàng Dã Sử - Núi Trúc,"5 Ngõ 57 Núi Trúc, Quận Ba Đình, Hà Nội","21.030209, 105.822614"
Bún Riêu - Hồng Phúc,"22 Hồng Phúc, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.04164, 105.848014"
Quyền Sài Gòn - Các Món Ăn Miền Nam,"116D3 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.027619, 105.824368"
Bami King - Bánh Mì Bò Nướng & Cơm Thố - 3 Láng Hạ,"3 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.0222131, 105.8188754"
Ốc Nóng - Trứng Cút Lộn,"Ngõ 34A Trần Phú, Quận Ba Đình, Hà Nội","21.0317217, 105.8430776"
Thanh Vân - Bánh Cuốn Gia Truyền - Quán Thánh,"94 Quán Thánh, Quận Ba Đình, Hà Nội","21.0420356, 105.843901"
Lộc Vịt - Quán Thánh,"102 Quán Thánh, Quận Ba Đình, Hà Nội","21.042187, 105.843703"
Bún Chả Nem - Hàng Bún,"55 Hàng Bún, Quận Ba Đình, Hà Nội","21.041363, 105.844788"
Bánh Mì Phúc,"76 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội","21.04344334, 105.8426982"
"Bún, Miến, Bánh Đa Cua - Vỉa Hè Hàng Bún","14 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội","21.0422327, 105.8452871"
Bánh Mì Doner Kebab & Trà Thái - Quán Thánh,"36 Quán Thánh, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.040328, 105.846176"
Xóm Nướng - Ẩm Thực Trung Hoa,"269 Kim Mã, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0307132, 105.8210798"
Hương Chi - Nộm & Bánh Bột Lọc - Kim Mã Thượng,"12C3 Ngõ 35 Kim Mã Thượng, P. Cống Vị, Quận Ba Đình, Hà Nội","21.0357278, 105.8127418"
Bún Thang & Bún Bò Nam Bộ - Kim Mã Thượng,"Cạnh 109 Ngõ 35 Kim Mã Thượng (Hẻm KTT Bộ Tư Pháp), Quận Ba Đình, Hà Nội","21.035057, 105.813145"
Hăo Chá - Trà Sữa Đài Loan,"133 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.022022, 105.809577"
Bếp 198x - Chả Cá Lã Vọng Online,"164 Nguyễn Thái Học, P. Kim Mã, Quận Ba Đình, Hà Nội","21.032324, 105.82966"
Sushi Kuan - Vạn Phúc,"105 Vạn Phúc, Quận Ba Đình, Hà Nội","21.0340195, 105.8138934"
Sao Mai - Cơm Văn Phòng,"16 Kim Mã Thượng, P. Cống Vị, Quận Ba Đình, Hà Nội","21.035833, 105.8108363"
Nhà hàng 1946 - Cửa Bắc,"Ngõ 61 Cửa Bắc, Quận Ba Đình, Hà Nội","21.0430059, 105.8427264"
Thế Giới Chè & Quà Vặt - Núi Trúc,"22 Ngõ Núi Trúc, Quận Ba Đình, Hà Nội","21.0302186, 105.8235171"
Five Star Vietnam - Gà Rán & Bánh Mì - Thành Công,"101 C10 TT. Thành Công, Quận Ba Đình, Hà Nội","21.0229425, 105.8141246"
Lượng Béo - Bún Ốc Gia Truyền,"12 Ngõ 12 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.033277, 105.809334"
Nem Chua Nướng - Đội Cấn,"Ngõ 162 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034791, 105.824672"
Bún Riêu Phố Cổ - Thành Công,"114 B5 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.02158, 105.814401"
Nem Phùng - Hàng Bún,"63 Hàng Bún, Quận Ba Đình, Hà Nội","21.040785, 105.84431"
Nhà Chè Thành Công,"109 A4, Khu Tập Thể Bắc Thành Công, Quận Ba Đình, Hà Nội","21.021024, 105.8136667"
Bún Cá - Nguyễn Thái Học,"30 Nguyễn Thái Học, Quận Ba Đình, Hà Nội","21.029325, 105.84005"
Quán Dì Đông - Bánh Bò Bông & Bánh Đúc Tàu Hải Phòng,"111K7 Thành Công, Quận Ba Đình, Hà Nội","21.020208, 105.81591"
X.trum - Trà Chanh & Ăn Vặt,"20 Nguyễn Trung Trực, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.04099851, 105.8479714"
"Chả Cá Ngon Hà Nội - Kim Mã, P. Giảng Võ","269 Kim Mã, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.030793, 105.820836"
"Bún Phở, Xôi & Gà Ác Tần","863 Đê La Thành, Quận Ba Đình, Hà Nội","21.02556381, 105.8106897"
Hải Sản Phố,"48 Liễu Giai, P. Cống Vị, Quận Ba Đình, Hà Nội","21.033662, 105.813913"
Bụi Sushi - Trần Huy Liệu,"48 D1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.02717, 105.822046"
"Baked Magic - Trà, Sinh Tố & Bánh Kem Nướng","11 Nguyễn Biểu, Quận Ba Đình, Hà Nội","21.04256, 105.840139"
Pizza G - Fast Food & Drinks,"73 Nghĩa Dũng, P. Phúc Xá, Quận Ba Đình, Hà Nội","21.0472371, 105.8479338"
Loan Béo - Bún Ngan - Đội Cấn,"115 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.0347199, 105.828509"
Bún Cá Hương Thủy,"14 Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.0410801, 105.8484589"
Pop Quán - Món Ngon Đường Phố,"8 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội","21.03255, 105.828759"
Woodpecker Coffee,"6B Nguyễn Văn Ngọc, Quận Ba Đình, Hà Nội","21.0340133, 105.8114907"
Jamứt - Japanese Handmade Cake,"3 Quần Ngựa, Quận Ba Đình, Hà Nội","21.0414585, 105.8144221"
Cơm Tấm Cám - Huỳnh Thúc Kháng,"12 Ngõ 16 Huỳnh Thúc Kháng, P. Thành Công, Quận Ba Đình, Hà Nội","21.019244, 105.810814"
Highlands Coffee - Cột Cờ,"28A Điện Biên Phủ, P. Điện Biên, Quận Ba Đình, Hà Nội","21.0322262, 105.8398711"
Trà Sữa Feeling Tea - Đội Cấn,"20 Đội Cấn, Quận Ba Đình, Hà Nội","21.034377, 105.831471"
Chè Nhà Làm C6 - Chè & Caramen,"31 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0325977, 105.8078173"
Longing - Cafe Tea Rooms,"3 Vạn Phúc, Quận Ba Đình, Hà Nội","21.033133, 105.817213"
Bánh Mì Thuỷ - Đội Cấn,"144 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034891, 105.824879"
Bún Ngan Hòe Nhai,"3 Hòe Nhai, Quận Ba Đình, Hà Nội","21.041642, 105.846923"
Phở Lành - Núi Trúc,"111 Núi Trúc, Quận Ba Đình, Hà Nội","21.03088, 105.821951"
Quán Thanh - Chè & Ăn Vặt,"123 A6 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0297811, 105.8197546"
Trang Ốc Quán,"2 Cửa Bắc, Quận Ba Đình, Hà Nội","21.045947, 105.843422"
"Hà - Mía Trân Châu, Sinh Tố & Nước Ép","84 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội","21.032304, 105.827626"
Kim Long - Golden Dragon Restaurant - Hanoi Hotel,"Hanoi Hotel, D8 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0277795, 105.8216161"
Phở Hải - Phở Bò & Cơm Rang,"406B2 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.0215, 105.81579"
Bánh Mì Bác An - Quán Thánh,"2 Quán Thánh, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.04032, 105.847265"
Paku Paku - Ẩm Thực Nhật Bản,"7 Phan Kế Bính Kéo Dài, P. Cống Vị, Quận Ba Đình, Hà Nội","21.034959, 105.810023"
Bò King Beefsteak - Đào Tấn,"45 Đào Tấn, Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0327672, 105.8071867"
Bít Tết - 20A Hòe Nhai,"20A Hoè Nhai, Quận Ba Đình, Hà Nội","21.0413737, 105.8464882"
Pincho - Tapas Kitchen & Drinks,"34C Cao Bá Quát, P. Điện Biên, Quận Ba Đình, Hà Nội","21.030373, 105.838026"
Jouri Dessert & Tea,"10 Khúc Hạo, P. Điện Biên, Quận Ba Đình, Hà Nội","21.0317102, 105.8370321"
Hiên Cà Phê,"1 Ngõ 14 Huỳnh Thúc Kháng, Quận Ba Đình, Hà Nội","21.018811, 105.811477"
Cây Si Cafe,"10 Phạm Huy Thông, Quận Ba Đình, Hà Nội","21.028451, 105.811054"
Kim Sinh Tố & Nước Ép - Láng Hạ,"7 Ngõ 5 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.0219179, 105.8195112"
Nước Ép Trái Cây Nguyên Chất 1989,"9 Ngách 29 Ngõ 169 Kim Mã, Quận Ba Đình, Hà Nội","21.0313976, 105.8241379"
Bánh Đa Cua & Miến Trộn - Đội Cấn,"73 Đội Cấn, Quận Ba Đình, Hà Nội","21.0347262, 105.8282076"
Phượng - Miến & Bánh Đa Cua - Ngõ 135 Đội Cấn,"Đầu Ngõ 135 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.0363945, 105.8281654"
Sushila - Cơm & Mỳ Ramen - Kim Mã Thượng,"37F Kim Mã Thượng, P. Cống Vị, Quận Ba Đình, Hà Nội","21.035924, 105.812746"
Bún Mọc & Bún Giò Heo,"1 Ngõ 77 Lê Hồng Phong, Quận Ba Đình, Hà Nội","21.033977, 105.832428"
Vượng Vượng - Hòe Nhai,"2 Hòe Nhai, Quận Ba Đình, Hà Nội","21.041814, 105.8470434"
Jasmin - Bánh Mì Doner Kebab,"104B D1 Trần Huy Liệu, Tập Thể Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.026825, 105.8224958"
Bánh Mì Cô Long - Nguyễn Chí Thanh,"29 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.0287331, 105.8127601"
A Đào Chiêm Bao - Ẩm Thực Trung Hoa,"101 Nhà H Khu 7.2ha, Quận Ba Đình, Hà Nội","21.044257, 105.808861"
Khoai Ngon.vn - Gà Rán & Khoai Lắc - Thành Công,"108D3 Thành Công, Ngõ 9 Nguyên Hồng, P. Thành Công, Quận Ba Đình, Hà Nội","21.022549, 105.812501"
Khoai Ngon.vn - Gà Rán & Khoai Lắc - C9 Thành Công,"101 C9 TT. Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.023459, 105.814088"
Quán Lươn 34,"34 Yên Ninh, Quận Ba Đình, Hà Nội","21.043004, 105.844349"
Miến Xào Cua,"1 Hàng Than, Quận Ba Đình, Hà Nội","21.043022, 105.847134"
2 Chị Em - Bún Đậu Mẹt,"106 H6 Ngõ 12 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.0205796, 105.8169353"
Cheese Cake - Shop Online,"12 Ngõ 31 Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.027828, 105.812985"
Cô Hiền Hội An - Cơm Gà Online,"2 Kim Mã Thượng, P. Cống Vị, Quận Ba Đình, Hà Nội","21.035816, 105.814112"
Phở Hằng - Yên Phụ,"58 Yên Phụ, Quận Ba Đình, Hà Nội","21.042945, 105.847831"
Rau Má Plus - Đội Cấn,"320 Đội Cấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.037918, 105.813001"
Bún Bò Huế Hương,"128 Ngọc Hà, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.037737, 105.830565"
Bánh Mì Bami Bread - Giảng Võ,"128 Giảng Võ, P. Kim Mã, Quận Ba Đình, Hà Nội","21.029652, 105.8269845"
Terra Coffe - Phan Đình Phùng,"6 Phan Đình Phùng, Quận Ba Đình, Hà Nội","21.0401017, 105.8452034"
Hải Sản Thắng Ngọc - Hàng Than,"1 Hàng Than, Quận Ba Đình, Hà Nội","21.043153, 105.847173"
Poeme - Văn Cao,"103 Văn Cao, Quận Ba Đình, Hà Nội","21.038865, 105.815619"
Ngọc Khánh - Bún Chả & Nem Tôm,"9 Ngõ 105 Nguyễn Công Hoan, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0268944, 105.8125014"
Vịt Lữ Béo,"59 Giang Văn Minh, Quận Ba Đình, Hà Nội","21.03357, 105.82718"
Codonut - Kem Dừa Dâu Côn Đảo - Trần Phú,"15A Trần Phú, P. Điện Biên, Quận Ba Đình, Hà Nội","21.030355, 105.842593"
Sajang BBQ - Thịt Nướng Hàn Quốc,"23 Phan Đình Phùng, Quận Ba Đình, Hà Nội","21.040028, 105.844939"
Cafe Cốt Dừa Cô Hằng,"172B Đội Cấn, P. Đội Cần, Quận Ba Đình, Hà Nội","21.034894, 105.825041"
Đại Yên - Tào Phớ & Sữa Đậu Nành,"147C Đội Cấn, Quận Ba Đình, Hà Nội","21.0347468, 105.8271323"
Narak Dessert - Yên Phụ,"66 Yên Phụ To, P. Trung Trực, Quận Ba Đình, Hà Nội","21.0424289, 105.848192"
Lotte Food Hall,"Tầng 3, Lotte Center, 54 Liễu Giai, Quận Ba Đình, Hà Nội","21.0322009, 105.810411"
Chè Thái Lan - 75 Đội Cấn,"75 Đội Cấn, Quận Ba Đình, Hà Nội","21.037771, 105.809187"
Phở Trộn - Ngọc Hà,"5B Ngọc Hà, P. Kim Mã, Quận Ba Đình, Hà Nội","21.0330893, 105.8302689"
Bún Chả Huyền Linh,"136 Ngọc Hà, Quận Ba Đình, Hà Nội","21.037703, 105.830333"
Thạch Dừa Đồng Tháp - Coffee & Tea VTV,"36 Nguyễn Chí Thanh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.02548651, 105.8113838"
Hải Sản Ruốc Biển,"106B1 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.027016, 105.822503"
Cô Nga - Bún Chả & Nem Rán,"172 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034924, 105.824361"
Sữa Chua Trân Châu Hạ Long - Phan Đình Phùng,"20C Phan Đình Phùng, P. Quán Thành, Quận Ba Đình, Hà Nội","21.040443, 105.843406"
Ngọc Dung - Cháo Lòng & Bánh Đa Trộn,"107 E2 Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.043585, 105.80806"
Chè Nam Đồng - Khu Tập Thể Thành Công,"107B A4 Khu Tập Thể Thành Công, Quận Ba Đình, Hà Nội","21.02103468, 105.8142266"
Bún Bò Nam Bộ - Gia Truyền - 152 Quán Thánh,"152 Quán Thánh, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.0429709, 105.8411048"
Lạp Xưởng Nhà Làm - Shop Online,"442 Đội Cấn, Quận Ba Đình, Hà Nội","21.037717, 105.810042"
Phở Bò Thanh Hằng - Hoàng Hoa Thám,"83 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.040467, 105.829647"
2Vet Pet Shop - Siêu Thị Thú Cưng - Kim Mã,"236 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội","21.0319991, 105.8241976"
Pepperonis Pizza - Nguyễn Chí Thanh,"114 B2 - 31 Nguyễn Chí Thanh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0281912, 105.8126222"
Matsuri Izakaya - Quán Nhậu Kiểu Nhật,"3 Ngõ 12 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.032655, 105.809117"
Hưng Phát - Tiệm Mì & Hủ Tiếu,"7 Điện Biên Phủ, Quận Ba Đình, Hà Nội","21.029145, 105.842478"
A Ty Quán - Lẩu Khô Quảng Châu Chính Hiệu,"3 Cao Bá Quát, P. Điện Biên, Quận Ba Đình, Hà Nội","21.0295673, 105.8411072"
Quán Cô Mai - Nguyễn Biểu,"2 Nguyễn Biểu, Quận Ba Đình, Hà Nội","21.043026, 105.8401"
Quán Gánh Chị Nhung - Bánh Đa Trộn,"Nhà D Sô 105, TT. 7,2 Vĩnh Phúc, P. Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.043756, 105.80753"
Nhà Hàng Âu Fabrik - Trấn Vũ,"16 Trấn Vũ, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.04393, 105.837778"
Mochi Sweets - Lotte Center,"Tấng 5, Lotte Center, 54 Liễu Giai, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.032001, 105.8125088"
Vịt Cỏ Vân Đình - Hồng Hà,"39 Hồng Hà, Quận Ba Đình, Hà Nội","21.045399, 105.846791"
Khana Khazana - India Restaurant,"36 Phạm Huy Thông, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.028737, 105.811041"
Độc Quán - Ẩm Thực Dân Tộc - Đường Bưởi,"2 Ngách 254/1 Đường Bưởi, Quận Ba Đình, Hà Nội","21.03623108, 105.807801"
Feny Feny - Trà Sữa & Trà Hoa Quả - 87 Đội Cấn,"87 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034777, 105.8278096"
"Phở Gà Bò, Phở Xào & Phở Áp Chảo - Hàng Đậu","39 Hàng Đậu, Quận Ba Đình, Hà Nội","21.04024, 105.848595"
Lòng Lợn & Bún Đậu Mẹt,"11 Ngũ Xã, Quận Ba Đình, Hà Nội","21.0463284, 105.8421688"
"Bento Delichi - Cơm Gà Xối Mỡ, Cơm Gà Mắm Tỏi - Thành Công","102 H2 TT. Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.020211, 105.816093"
M'M Food - Bánh Canh Ghẹ,"5 Ngõ 36 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.032806, 105.808419"
Bánh Đúc Bà Nga - Shop Online - Đội Cấn,"7 Ngõ 210 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034955, 105.820925"
Nam Long Dimsum,"36 Điện Biên Phủ, P. Điện Biên, Quận Ba Đình, Hà Nội","21.0344035, 105.8381335"
Bánh Mì Nghệ An - Nguyễn Thái Học,"22 Nguyễn Thái Học, P. Điện Biên, Quận Ba Đình, Hà Nội","21.029108, 105.840969"
Bánh Đúc Nóng & Tào Phớ Hồng Kông,"102A5 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.021033, 105.813383"
Pizza Ông Tây - Núi Trúc,"2 Ngõ 12 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0289762, 105.8234856"
Quẩy Nga - Ăn Vặt & Trà Chanh,"107A Nhà A5 Khu Ẩm Thực Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.0212116, 105.8135839"
Bánh Dày & Cơm Nén - Hàng Bún,"9 Hàng Bún, Quận Ba Đình, Hà Nội","21.043707, 105.845777"
Bún Riêu - Hồng Phúc,"18 Hồng Phúc, Quận Ba Đình, Hà Nội","21.041682, 105.847995"
Phở Viễn 24,"24 Ngõ 71 Linh Lang, Quận Ba Đình, Hà Nội","21.03345, 105.810571"
Delica Hans - Lotte Hotels & Resorts Hanoi - Lotte Center,"Tấng Hầm B1, Lotte Center, 54 Liễu Giai, Quận Ba Đình, Hà Nội","21.0314801, 105.8131282"
Bún Dọc Mùng - Kim Mã Thượng,"10 Kim Mã Thượng, P. Cống Vị, Quận Ba Đình, Hà Nội","21.0356549, 105.814184"
Ốc Cubin Sài Gòn - Ngọc Khánh,"106 Nhà B Số 72 Ngọc Khánh , Quận Ba Đình, Hà Nội","21.027874, 105.817454"
Bún Canh Cua Đặc Biệt,"54 Hàng Bún, Quận Ba Đình, Hà Nội","21.040456, 105.843915"
Doner Kebab - Nguyễn Thái Học,"56 Nguyễn Thái Học, Quận Ba Đình, Hà Nội","21.0300177, 105.8374827"
Cô Chủ Kiu - Chân Gà Sốt Thái Sả Tắc Rút Xương - Đội Cấn,"102/2/260 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.0355234, 105.8165556"
Bún Bò Giò Heo,"389 Đội Cấn, Quận Ba Đình, Hà Nội","21.037924, 105.812695"
Luna Steak & Pasta,"236 Đội Cấn, Quận Ba Đình, Hà Nội","21.035283, 105.819824"
Bít Tết Gia Bảo - Hòe Nhai,"20A Hòe Nhai, Quận Ba Đình, Hà Nội","21.041238, 105.846716"
Mê Quán - Nước Ép 100% Nguyên Chất,"32 Hẻm 6/12/5 Đội Nhân, P. Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.042239, 105.81017"
Chả Rươi,"19 Dốc Hoè Nhai, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.041908, 105.847457"
Gánh Bún Ốc Cô Huê - Đặng Dung,"26 Đặng Dung, Quận Ba Đình, Hà Nội","21.042814, 105.841343"
Vegla Salad - Giảng Võ - Shop Online,"Ki Ốt 10, Sau Tòa D2 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.026408, 105.822205"
May Salad - Trần Huy Liệu - Shop Online,"Tầng 3, 104D1 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.026845, 105.822527"
Funny Monkey - Chè Hạnh Phúc & Trà Ô Long - Kim Mã,"291 Kim Mã, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.030667, 105.818399"
Kochan Takoyaki - Bánh Bạch Tuộc - Văn Cao,"96 Văn Cao, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.037, 105.8148"
Hồng Loan - Phở Chiên Giòn & Cháo Tim Bầu Dục,"55 Hàng Bún, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.04137, 105.844766"
Lẩu Nấm & Mì Vằn Thắn Tân Tân - Đội Cấn,"140B Đội Cấn, Quận Ba Đình, Hà Nội","21.034784, 105.826766"
Nhà Hàng Chay Aummee - Đồ Ăn Chay - Châu Long,"26 Châu Long, Quận Ba Đình, Hà Nội","21.0448697, 105.8423874"
"Khánh - Phở, Sủi Cảo & Mì Vằn Thắn","92 Tân Ấp, Quận Ba Đình, Hà Nội","21.04678838, 105.8471272"
"Bánh Chuối Ngon Ngon - Bánh Chuối, Bánh Rán & Bánh Khoai","116D5 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.026746, 105.821337"
Chè Cô Huê - Chợ Thành Công,"Chợ Thành Công, Thành Công, Quận Ba Đình, Hà Nội","21.022585, 105.815139"
Kichi Kichi Lẩu Băng Chuyền - Thành Công,"12C H1 TT Thành Công, Láng Hạ, Quận Ba Đình, Hà Nội","21.02003, 105.81722"
Bánh Rán Hoàn - Thịt Xiên & Bánh Gà,"116/D5 Phố Trần Huy Liêu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.026553, 105.8215416"
Ốc Nàng - Quán Nhậu Chị Em - 108 C8 Ngõ 12 Núi trúc,"108C8 Ngõ 12 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0282073, 105.8226846"
Highlands Coffee - Quán Thánh,"23 Quán Thánh, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.041052, 105.844392"
Villa Des Fleurs - Tea & CupCake,"42 Trần Phú, P. Điện Biên, Quận Ba Đình, Hà Nội","21.03173, 105.837609"
Bún Bò Huế - Hoàng Hoa Thám,"108 Ngõ 189 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.0379, 105.819809"
Món Ngon Mẹ Nấu - Gà Ác Tần,"160 Quán Thánh, Quận Ba Đình, Hà Nội","21.042709, 105.840241"
Nộm Bò Khô & Bánh Bột Lọc - Chợ Ngọc Hà,"16 Chợ Ngọc Hà, Quận Ba Đình, Hà Nội","21.0334964, 105.8313263"
"Phở Gà, Bún Thang & Bún Mọc","105 D3 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.02572216, 105.8217237"
Quán Lâm - Lẩu Bò Nhúng Dấm,"32 Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.04087, 105.847626"
EMM'S French Bistro - Trần Huy Liệu,"110 D1 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.027028, 105.822354"
Phở Gà Phùng Gia - Nguyễn Công Hoan B,"19 Nguyễn Công Hoan B, P. Ngọc Khánh , Quận Ba Đình, Hà Nội","21.0271569, 105.814757"
Bún Chả Bà Dung - Nguyễn Thái Học,"96 Nguyễn Thái Học, Quận Ba Đình, Hà Nội","21.0315445, 105.8322249"
